id,Region,Year,male_participants,female_participants,total_participants,male_gold_medals,male_silver_medals,male_bronze_medals,female_gold_medals,female_silver_medals,female_bronze_medals,male_total_medals,female_total_medals,total_medals
2016_SOM,SOM,2016,1,1,2,0,0,0,0,0,0,0,0,0
1912_SRB,SRB,1912,2,0,2,0,0,0,0,0,0,0,0,0
2008_SRB,SRB,2008,63,24,87,0,1,14,0,0,0,15,0,15
2012_SRB,SRB,2012,80,36,116,0,0,14,1,1,0,14,2,16
2016_SRB,SRB,2016,58,45,103,14,14,0,0,13,13,28,26,54
1948_SRI,SRI,1948,7,0,7,0,1,0,0,0,0,1,0,1
1952_SRI,SRI,1952,5,0,5,0,0,0,0,0,0,0,0,0
1956_SRI,SRI,1956,3,0,3,0,0,0,0,0,0,0,0,0
1960_SRI,SRI,1960,5,0,5,0,0,0,0,0,0,0,0,0
1964_SRI,SRI,1964,6,0,6,0,0,0,0,0,0,0,0,0
1968_SRI,SRI,1968,3,0,3,0,0,0,0,0,0,0,0,0
1972_SRI,SRI,1972,4,0,4,0,0,0,0,0,0,0,0,0
1980_SRI,SRI,1980,4,0,4,0,0,0,0,0,0,0,0,0
1984_SRI,SRI,1984,4,0,4,0,0,0,0,0,0,0,0,0
1988_SRI,SRI,1988,4,2,6,0,0,0,0,0,0,0,0,0
1992_SRI,SRI,1992,5,6,11,0,0,0,0,0,0,0,0,0
1996_SRI,SRI,1996,5,4,9,0,0,0,0,0,0,0,0,0
2000_SRI,SRI,2000,9,9,18,0,0,0,0,1,0,0,1,1
2004_SRI,SRI,2004,4,3,7,0,0,0,0,0,0,0,0,0
2008_SRI,SRI,2008,4,4,8,0,0,0,0,0,0,0,0,0
2012_SRI,SRI,2012,4,3,7,0,0,0,0,0,0,0,0,0
2016_SRI,SRI,2016,7,2,9,0,0,0,0,0,0,0,0,0
2016_SSD,SSD,2016,2,1,3,0,0,0,0,0,0,0,0,0
1996_STP,STP,1996,1,1,2,0,0,0,0,0,0,0,0,0
2000_STP,STP,2000,1,1,2,0,0,0,0,0,0,0,0,0
2004_STP,STP,2004,1,1,2,0,0,0,0,0,0,0,0,0
2008_STP,STP,2008,2,1,3,0,0,0,0,0,0,0,0,0
2012_STP,STP,2012,1,1,2,0,0,0,0,0,0,0,0,0
2016_STP,STP,2016,2,1,3,0,0,0,0,0,0,0,0,0
1960_SUD,SUD,1960,10,0,10,0,0,0,0,0,0,0,0,0
1968_SUD,SUD,1968,5,0,5,0,0,0,0,0,0,0,0,0
1972_SUD,SUD,1972,26,0,26,0,0,0,0,0,0,0,0,0
1984_SUD,SUD,1984,7,0,7,0,0,0,0,0,0,0,0,0
1988_SUD,SUD,1988,8,0,8,0,0,0,0,0,0,0,0,0
1992_SUD,SUD,1992,6,0,6,0,0,0,0,0,0,0,0,0
1996_SUD,SUD,1996,4,0,4,0,0,0,0,0,0,0,0,0
2000_SUD,SUD,2000,2,1,3,0,0,0,0,0,0,0,0,0
2004_SUD,SUD,2004,3,1,4,0,0,0,0,0,0,0,0,0
2008_SUD,SUD,2008,5,4,9,0,1,0,0,0,0,1,0,1
2012_SUD,SUD,2012,4,2,6,0,0,0,0,0,0,0,0,0
2016_SUD,SUD,2016,4,2,6,0,0,0,0,0,0,0,0,0
1896_SUI,SUI,1896,3,0,3,1,0,0,0,0,0,1,0,1
1900_SUI,SUI,1900,17,1,18,6,3,1,1,1,0,10,2,12
1904_SUI,SUI,1904,3,0,3,1,0,2,0,0,0,3,0,3
1908_SUI,SUI,1908,1,0,1,0,0,0,0,0,0,0,0,0
1912_SUI,SUI,1912,7,0,7,2,0,0,0,0,0,2,0,2
1920_SUI,SUI,1920,77,0,77,6,2,10,0,0,0,18,0,18
1924_SUI,SUI,1924,165,5,170,20,23,18,0,0,0,61,0,61
1928_SUI,SUI,1928,171,2,173,9,10,16,0,0,0,35,0,35
1932_SUI,SUI,1932,14,0,14,0,3,0,0,0,0,3,0,3
1936_SUI,SUI,1936,214,10,224,8,19,24,1,0,0,51,1,52
1948_SUI,SUI,1948,237,19,256,8,24,25,1,1,0,57,2,59
1952_SUI,SUI,1952,194,18,212,2,17,10,0,0,0,29,0,29
1956_SUI,SUI,1956,60,8,68,4,1,5,2,1,0,10,3,13
1960_SUI,SUI,1960,161,9,170,1,6,6,1,0,0,13,1,14
1964_SUI,SUI,1964,125,13,138,1,3,1,0,1,0,5,1,6
1968_SUI,SUI,1968,110,9,119,0,5,15,0,0,2,20,2,22
1972_SUI,SUI,1972,168,35,203,5,11,7,0,0,0,23,0,23
1976_SUI,SUI,1976,99,10,109,1,7,8,1,2,0,16,3,19
1980_SUI,SUI,1980,100,17,117,4,4,1,0,0,2,9,2,11
1984_SUI,SUI,1984,131,40,171,1,8,7,1,3,1,16,5,21
1988_SUI,SUI,1988,128,41,169,6,9,4,0,2,1,19,3,22
1992_SUI,SUI,1992,130,46,176,3,0,5,0,0,0,8,0,8
1996_SUI,SUI,1996,72,43,115,5,2,0,0,4,0,7,4,11
2000_SUI,SUI,2000,64,38,102,0,5,1,1,4,1,6,6,12
2004_SUI,SUI,2004,59,39,98,1,2,3,0,0,1,6,1,7
2008_SUI,SUI,2008,47,36,83,3,1,5,0,0,2,9,2,11
2012_SUI,SUI,2012,70,28,98,1,2,0,1,0,0,3,1,4
2016_SUI,SUI,2016,57,45,102,6,0,0,0,3,2,6,5,11
1968_SUR,SUR,1968,1,0,1,0,0,0,0,0,0,0,0,0
1972_SUR,SUR,1972,2,0,2,0,0,0,0,0,0,0,0,0
1976_SUR,SUR,1976,3,0,3,0,0,0,0,0,0,0,0,0
1984_SUR,SUR,1984,5,0,5,0,0,0,0,0,0,0,0,0
1988_SUR,SUR,1988,4,2,6,1,0,0,0,0,0,1,0,1
1992_SUR,SUR,1992,5,1,6,0,0,1,0,0,0,1,0,1
1996_SUR,SUR,1996,5,2,7,0,0,0,0,0,0,0,0,0
2000_SUR,SUR,2000,2,2,4,0,0,0,0,0,0,0,0,0
2004_SUR,SUR,2004,2,2,4,0,0,0,0,0,0,0,0,0
2008_SUR,SUR,2008,2,2,4,0,0,0,0,0,0,0,0,0
2012_SUR,SUR,2012,3,2,5,0,0,0,0,0,0,0,0,0
2016_SUR,SUR,2016,4,2,6,0,0,0,0,0,0,0,0,0
1996_SVK,SVK,1996,58,13,71,1,1,1,0,0,0,3,0,3
2000_SVK,SVK,2000,81,27,108,2,1,1,0,0,0,4,0,4
2004_SVK,SVK,2004,48,16,64,2,2,5,1,0,0,9,1,10
2008_SVK,SVK,2008,35,22,57,3,4,1,1,1,0,8,2,10
2012_SVK,SVK,2012,26,21,47,0,0,3,0,1,1,3,2,5
2016_SVK,SVK,2016,32,19,51,3,5,0,0,0,0,8,0,8
1896_SWE,SWE,1896,1,0,1,0,0,0,0,0,0,0,0,0
1900_SWE,SWE,1900,10,0,10,3,0,1,0,0,0,4,0,4
1908_SWE,SWE,1908,165,3,168,44,18,13,0,0,1,75,1,76
1912_SWE,SWE,1912,421,23,444,87,54,24,1,2,1,165,4,169
1920_SWE,SWE,1920,247,13,260,47,29,52,1,1,5,128,7,135
1924_SWE,SWE,1924,177,13,190,8,26,36,0,0,3,70,3,73
1928_SWE,SWE,1928,111,13,124,9,21,16,0,0,3,46,3,49
1932_SWE,SWE,1932,89,4,93,12,9,8,0,0,0,29,0,29
1936_SWE,SWE,1936,193,9,202,9,13,21,0,0,2,43,2,45
1948_SWE,SWE,1948,203,20,223,33,18,30,0,0,1,81,1,82
1952_SWE,SWE,1952,239,32,271,11,24,46,8,0,0,81,8,89
1956_SWE,SWE,1956,133,22,155,12,10,10,0,6,3,32,9,41
1960_SWE,SWE,1960,156,25,181,4,3,5,3,1,0,12,4,16
1964_SWE,SWE,1964,125,26,151,7,22,9,0,3,0,38,3,41
1968_SWE,SWE,1968,145,23,168,5,8,7,0,3,0,20,3,23
1972_SWE,SWE,1972,153,36,189,2,10,7,1,1,3,19,5,24
1976_SWE,SWE,1976,129,26,155,9,0,2,0,1,0,11,1,12
1980_SWE,SWE,1980,171,35,206,4,2,29,0,6,0,35,6,41
1984_SWE,SWE,1984,181,52,233,3,11,29,1,4,3,43,8,51
1988_SWE,SWE,1988,202,50,252,3,3,32,0,2,0,38,2,40
1992_SWE,SWE,1992,199,61,260,1,23,7,1,2,4,31,7,38
1996_SWE,SWE,1996,111,66,177,0,23,1,3,0,4,24,7,31
2000_SWE,SWE,2000,98,52,150,3,18,1,1,0,7,22,8,30
2004_SWE,SWE,2004,62,53,115,4,4,0,1,1,2,8,4,12
2008_SWE,SWE,2008,50,73,123,0,4,2,0,1,0,6,1,7
2012_SWE,SWE,2012,55,78,133,2,15,3,0,2,0,20,2,22
2016_SWE,SWE,2016,64,86,150,0,3,0,2,20,3,3,25,28
1972_SWZ,SWZ,1972,2,0,2,0,0,0,0,0,0,0,0,0
1984_SWZ,SWZ,1984,8,0,8,0,0,0,0,0,0,0,0,0
1988_SWZ,SWZ,1988,11,0,11,0,0,0,0,0,0,0,0,0
1992_SWZ,SWZ,1992,7,0,7,0,0,0,0,0,0,0,0,0
1996_SWZ,SWZ,1996,5,1,6,0,0,0,0,0,0,0,0,0
2000_SWZ,SWZ,2000,4,2,6,0,0,0,0,0,0,0,0,0
2004_SWZ,SWZ,2004,2,1,3,0,0,0,0,0,0,0,0,0
2008_SWZ,SWZ,2008,2,2,4,0,0,0,0,0,0,0,0,0
2012_SWZ,SWZ,2012,2,1,3,0,0,0,0,0,0,0,0,0
2016_SWZ,SWZ,2016,1,1,2,0,0,0,0,0,0,0,0,0
1948_SYR,SYR,1948,1,0,1,0,0,0,0,0,0,0,0,0
1968_SYR,SYR,1968,2,0,2,0,0,0,0,0,0,0,0,0
1972_SYR,SYR,1972,4,1,5,0,0,0,0,0,0,0,0,0
1980_SYR,SYR,1980,65,2,67,0,0,0,0,0,0,0,0,0
1984_SYR,SYR,1984,9,0,9,0,1,0,0,0,0,1,0,1
1988_SYR,SYR,1988,13,0,13,0,0,0,0,0,0,0,0,0
1992_SYR,SYR,1992,7,1,8,0,0,0,0,0,0,0,0,0
1996_SYR,SYR,1996,6,1,7,0,0,0,1,0,0,0,1,1
2000_SYR,SYR,2000,6,2,8,0,0,0,0,0,0,0,0,0
2004_SYR,SYR,2004,5,1,6,0,0,1,0,0,0,1,0,1
2008_SYR,SYR,2008,6,1,7,0,0,0,0,0,0,0,0,0
2012_SYR,SYR,2012,6,4,10,0,0,0,0,0,0,0,0,0
2016_SYR,SYR,2016,4,3,7,0,0,0,0,0,0,0,0,0
1964_TAN,TAN,1964,4,0,4,0,0,0,0,0,0,0,0,0
1968_TAN,TAN,1968,4,0,4,0,0,0,0,0,0,0,0,0
1972_TAN,TAN,1972,15,0,15,0,0,0,0,0,0,0,0,0
1980_TAN,TAN,1980,36,5,41,0,2,0,0,0,0,2,0,2
1984_TAN,TAN,1984,16,2,18,0,0,0,0,0,0,0,0,0
1988_TAN,TAN,1988,10,0,10,0,0,0,0,0,0,0,0,0
1992_TAN,TAN,1992,9,0,9,0,0,0,0,0,0,0,0,0
1996_TAN,TAN,1996,6,1,7,0,0,0,0,0,0,0,0,0
2000_TAN,TAN,2000,3,1,4,0,0,0,0,0,0,0,0,0
2004_TAN,TAN,2004,6,2,8,0,0,0,0,0,0,0,0,0
2008_TAN,TAN,2008,7,2,9,0,0,0,0,0,0,0,0,0
2012_TAN,TAN,2012,4,2,6,0,0,0,0,0,0,0,0,0
2016_TAN,TAN,2016,5,2,7,0,0,0,0,0,0,0,0,0
1920_TCH,TCH,1920,118,1,119,0,0,9,0,0,1,9,1,10
1924_TCH,TCH,1924,156,4,160,1,1,3,0,0,0,5,0,5
1928_TCH,TCH,1928,92,2,94,2,8,3,0,0,0,13,0,13
1932_TCH,TCH,1932,31,0,31,1,3,2,0,0,0,6,0,6
1936_TCH,TCH,1936,215,19,234,5,4,1,0,8,0,10,8,18
1948_TCH,TCH,1948,114,20,134,6,20,1,8,0,0,27,8,35
1952_TCH,TCH,1952,108,13,121,7,4,2,1,0,8,13,9,22
1956_TCH,TCH,1956,86,18,104,0,2,1,1,1,0,3,2,5
1960_TCH,TCH,1960,119,18,137,3,1,11,1,7,0,15,8,23
1964_TCH,TCH,1964,131,19,150,2,31,29,0,6,0,62,6,68
1968_TCH,TCH,1968,135,34,169,2,19,15,2,5,1,36,8,44
1972_TCH,TCH,1972,182,40,222,3,20,23,0,1,2,46,3,49
1976_TCH,TCH,1976,172,49,221,2,23,8,0,0,1,33,1,34
1980_TCH,TCH,1980,196,54,250,17,1,16,0,17,1,34,18,52
1984_TCH,TCH,1984,38,12,50,0,20,2,0,4,2,22,6,28
1988_TCH,TCH,1988,159,63,222,3,3,8,0,2,0,14,2,16
1992_TCH,TCH,1992,201,81,282,4,3,28,0,0,0,35,0,35
1984_TGA,TGA,1984,7,0,7,0,0,0,0,0,0,0,0,0
1988_TGA,TGA,1988,4,1,5,0,0,0,0,0,0,0,0,0
1992_TGA,TGA,1992,5,0,5,0,0,0,0,0,0,0,0,0
1996_TGA,TGA,1996,4,1,5,0,1,0,0,0,0,1,0,1
2000_TGA,TGA,2000,2,1,3,0,0,0,0,0,0,0,0,0
2004_TGA,TGA,2004,4,1,5,0,0,0,0,0,0,0,0,0
2008_TGA,TGA,2008,2,1,3,0,0,0,0,0,0,0,0,0
2012_TGA,TGA,2012,2,1,3,0,0,0,0,0,0,0,0,0
2016_TGA,TGA,2016,4,3,7,0,0,0,0,0,0,0,0,0
1952_THA,THA,1952,8,0,8,0,0,0,0,0,0,0,0,0
1956_THA,THA,1956,35,0,35,0,0,0,0,0,0,0,0,0
1960_THA,THA,1960,20,0,20,0,0,0,0,0,0,0,0,0
1964_THA,THA,1964,47,7,54,0,0,0,0,0,0,0,0,0
1968_THA,THA,1968,41,0,41,0,0,0,0,0,0,0,0,0
1972_THA,THA,1972,33,0,33,0,0,0,0,0,0,0,0,0
1976_THA,THA,1976,39,3,42,0,0,1,0,0,0,1,0,1
1984_THA,THA,1984,25,10,35,0,1,0,0,0,0,1,0,1
1988_THA,THA,1988,12,2,14,0,0,1,0,0,0,1,0,1
1992_THA,THA,1992,23,23,46,0,0,1,0,0,0,1,0,1
1996_THA,THA,1996,25,12,37,1,0,1,0,0,0,2,0,2
2000_THA,THA,2000,34,18,52,1,0,1,0,0,1,2,1,3
2004_THA,THA,2004,24,18,42,1,1,1,2,0,3,3,5,8
2008_THA,THA,2008,22,25,47,1,1,0,1,1,0,2,2,4
2012_THA,THA,2012,19,18,37,0,1,0,0,1,1,1,2,3
2016_THA,THA,2016,26,28,54,0,1,1,2,1,1,2,4,6
1996_TJK,TJK,1996,6,2,8,0,0,0,0,0,0,0,0,0
2000_TJK,TJK,2000,2,2,4,0,0,0,0,0,0,0,0,0
2004_TJK,TJK,2004,5,4,9,0,0,0,0,0,0,0,0,0
2008_TJK,TJK,2008,12,3,15,0,1,1,0,0,0,2,0,2
2012_TJK,TJK,2012,13,3,16,0,0,0,0,0,1,0,1,1
2016_TJK,TJK,2016,5,2,7,1,0,0,0,0,0,1,0,1
1996_TKM,TKM,1996,4,3,7,0,0,0,0,0,0,0,0,0
2000_TKM,TKM,2000,4,4,8,0,0,0,0,0,0,0,0,0
2004_TKM,TKM,2004,6,3,9,0,0,0,0,0,0,0,0,0
2008_TKM,TKM,2008,6,4,10,0,0,0,0,0,0,0,0,0
2012_TKM,TKM,2012,7,3,10,0,0,0,0,0,0,0,0,0
2016_TKM,TKM,2016,4,5,9,0,0,0,0,0,0,0,0,0
2004_TLS,TLS,2004,1,1,2,0,0,0,0,0,0,0,0,0
2008_TLS,TLS,2008,0,1,1,0,0,0,0,0,0,0,0,0
2012_TLS,TLS,2012,1,1,2,0,0,0,0,0,0,0,0,0
2016_TLS,TLS,2016,1,2,3,0,0,0,0,0,0,0,0,0
1972_TOG,TOG,1972,7,0,7,0,0,0,0,0,0,0,0,0
1984_TOG,TOG,1984,6,0,6,0,0,0,0,0,0,0,0,0
1988_TOG,TOG,1988,6,0,6,0,0,0,0,0,0,0,0,0
1992_TOG,TOG,1992,6,0,6,0,0,0,0,0,0,0,0,0
1996_TOG,TOG,1996,5,0,5,0,0,0,0,0,0,0,0,0
2000_TOG,TOG,2000,2,1,3,0,0,0,0,0,0,0,0,0
2004_TOG,TOG,2004,2,1,3,0,0,0,0,0,0,0,0,0
2008_TOG,TOG,2008,3,1,4,0,0,1,0,0,0,1,0,1
2012_TOG,TOG,2012,4,2,6,0,0,0,0,0,0,0,0,0
2016_TOG,TOG,2016,2,3,5,0,0,0,0,0,0,0,0,0
1956_TPE,TPE,1956,20,0,20,0,0,0,0,0,0,0,0,0
1960_TPE,TPE,1960,24,3,27,0,1,0,0,0,0,1,0,1
1964_TPE,TPE,1964,37,3,40,0,0,0,0,0,0,0,0,0
1968_TPE,TPE,1968,35,8,43,0,0,0,0,0,1,0,1,1
1972_TPE,TPE,1972,20,6,26,0,0,0,0,0,0,0,0,0
1976_TPE,TPE,1976,6,0,6,0,0,0,0,0,0,0,0,0
1984_TPE,TPE,1984,41,9,50,0,0,1,0,0,0,1,0,1
1988_TPE,TPE,1988,54,20,74,0,0,0,0,0,0,0,0,0
1992_TPE,TPE,1992,31,8,39,0,20,0,0,0,0,20,0,20
1996_TPE,TPE,1996,32,42,74,0,0,0,0,1,0,0,1,1
2000_TPE,TPE,2000,21,34,55,0,0,1,0,1,3,1,4,5
2004_TPE,TPE,2004,49,39,88,1,4,0,1,0,3,5,4,9
2008_TPE,TPE,2008,43,36,79,0,0,2,0,0,2,2,2,4
2012_TPE,TPE,2012,19,25,44,0,0,0,0,1,1,0,2,2
2016_TPE,TPE,2016,26,29,55,0,0,0,1,0,4,0,5,5
1948_TTO,TTO,1948,5,0,5,0,1,0,0,0,0,1,0,1
1952_TTO,TTO,1952,2,0,2,0,0,2,0,0,0,2,0,2
1956_TTO,TTO,1956,6,0,6,0,0,0,0,0,0,0,0,0
1964_TTO,TTO,1964,13,0,13,0,1,3,0,0,0,4,0,4
1968_TTO,TTO,1968,19,0,19,0,0,0,0,0,0,0,0,0
1972_TTO,TTO,1972,18,1,19,0,0,0,0,0,0,0,0,0
1976_TTO,TTO,1976,13,0,13,1,0,0,0,0,0,1,0,1
1980_TTO,TTO,1980,9,0,9,0,0,0,0,0,0,0,0,0
1984_TTO,TTO,1984,11,5,16,0,0,0,0,0,0,0,0,0
1988_TTO,TTO,1988,4,2,6,0,0,0,0,0,0,0,0,0
1992_TTO,TTO,1992,7,0,7,0,0,0,0,0,0,0,0,0
1996_TTO,TTO,1996,8,4,12,0,0,0,0,0,0,0,0,0
2000_TTO,TTO,2000,14,5,19,0,1,1,0,0,0,2,0,2
2004_TTO,TTO,2004,10,9,19,0,0,1,0,0,0,1,0,1
2008_TTO,TTO,2008,17,11,28,5,1,0,0,0,0,6,0,6
2012_TTO,TTO,2012,18,7,25,1,4,3,0,0,0,8,0,8
2016_TTO,TTO,2016,18,10,28,0,0,1,0,0,0,1,0,1
1960_TUN,TUN,1960,42,0,42,0,0,0,0,0,0,0,0,0
1964_TUN,TUN,1964,9,0,9,0,1,1,0,0,0,2,0,2
1968_TUN,TUN,1968,7,0,7,1,0,1,0,0,0,2,0,2
1972_TUN,TUN,1972,35,0,35,0,1,0,0,0,0,1,0,1
1976_TUN,TUN,1976,14,1,15,0,0,0,0,0,0,0,0,0
1984_TUN,TUN,1984,22,1,23,0,0,0,0,0,0,0,0,0
1988_TUN,TUN,1988,39,2,41,0,0,0,0,0,0,0,0,0
1992_TUN,TUN,1992,11,2,13,0,0,0,0,0,0,0,0,0
1996_TUN,TUN,1996,45,6,51,0,0,1,0,0,0,1,0,1
2000_TUN,TUN,2000,40,7,47,0,0,0,0,0,0,0,0,0
2004_TUN,TUN,2004,44,10,54,0,0,0,0,0,0,0,0,0
2008_TUN,TUN,2008,14,12,26,1,0,0,0,0,0,1,0,1
2012_TUN,TUN,2012,63,20,83,1,0,1,0,1,0,2,1,3
2016_TUN,TUN,2016,41,20,61,0,0,1,0,0,2,1,2,3
1912_TUR,TUR,1912,2,0,2,0,0,0,0,0,0,0,0,0
1924_TUR,TUR,1924,22,0,22,0,0,0,0,0,0,0,0,0
1928_TUR,TUR,1928,31,0,31,0,0,0,0,0,0,0,0,0
1932_TUR,TUR,1932,1,0,1,0,0,0,0,0,0,0,0,0
1936_TUR,TUR,1936,52,2,54,1,0,1,0,0,0,2,0,2
1948_TUR,TUR,1948,61,1,62,6,4,2,0,0,0,12,0,12
1952_TUR,TUR,1952,51,0,51,2,0,1,0,0,0,3,0,3
1956_TUR,TUR,1956,23,0,23,3,2,2,0,0,0,7,0,7
1960_TUR,TUR,1960,48,3,51,7,2,0,0,0,0,9,0,9
1964_TUR,TUR,1964,28,0,28,2,3,1,0,0,0,6,0,6
1968_TUR,TUR,1968,40,0,40,2,0,0,0,0,0,2,0,2
1972_TUR,TUR,1972,42,1,43,0,1,0,0,0,0,1,0,1
1976_TUR,TUR,1976,35,1,36,0,0,0,0,0,0,0,0,0
1984_TUR,TUR,1984,52,1,53,0,0,3,0,0,0,3,0,3
1988_TUR,TUR,1988,44,5,49,1,1,0,0,0,0,2,0,2
1992_TUR,TUR,1992,44,5,49,2,2,1,0,0,1,5,1,6
1996_TUR,TUR,1996,44,9,53,4,1,1,0,0,0,6,0,6
2000_TUR,TUR,2000,42,15,57,3,0,1,0,0,1,4,1,5
2004_TUR,TUR,2004,44,20,64,2,3,5,1,0,0,10,1,11
2008_TUR,TUR,2008,48,19,67,1,0,3,0,3,0,4,3,7
2012_TUR,TUR,2012,48,64,112,1,0,1,1,2,0,2,3,5
2016_TUR,TUR,2016,53,47,100,1,3,3,0,0,1,7,1,8
2008_TUV,TUV,2008,2,1,3,0,0,0,0,0,0,0,0,0
2012_TUV,TUV,2012,2,1,3,0,0,0,0,0,0,0,0,0
2016_TUV,TUV,2016,1,0,1,0,0,0,0,0,0,0,0,0
1984_UAE,UAE,1984,7,0,7,0,0,0,0,0,0,0,0,0
1988_UAE,UAE,1988,12,0,12,0,0,0,0,0,0,0,0,0
1992_UAE,UAE,1992,13,0,13,0,0,0,0,0,0,0,0,0
1996_UAE,UAE,1996,4,0,4,0,0,0,0,0,0,0,0,0
2000_UAE,UAE,2000,4,0,4,0,0,0,0,0,0,0,0,0
2004_UAE,UAE,2004,4,0,4,1,0,0,0,0,0,1,0,1
2008_UAE,UAE,2008,6,2,8,0,0,0,0,0,0,0,0,0
2012_UAE,UAE,2012,24,2,26,0,0,0,0,0,0,0,0,0
2016_UAE,UAE,2016,9,3,12,0,0,1,0,0,0,1,0,1
1960_UAR,UAR,1960,74,0,74,0,1,1,0,0,0,2,0,2
1956_UGA,UGA,1956,3,0,3,0,0,0,0,0,0,0,0,0
1960_UGA,UGA,1960,10,0,10,0,0,0,0,0,0,0,0,0
1964_UGA,UGA,1964,11,2,13,0,0,0,0,0,0,0,0,0
1968_UGA,UGA,1968,11,0,11,0,1,1,0,0,0,2,0,2
1972_UGA,UGA,1972,31,2,33,1,1,0,0,0,0,2,0,2
1980_UGA,UGA,1980,13,0,13,0,1,0,0,0,0,1,0,1
1984_UGA,UGA,1984,24,2,26,0,0,0,0,0,0,0,0,0
1988_UGA,UGA,1988,20,4,24,0,0,0,0,0,0,0,0,0
1992_UGA,UGA,1992,6,2,8,0,0,0,0,0,0,0,0,0
1996_UGA,UGA,1996,7,3,10,0,0,1,0,0,0,1,0,1
2000_UGA,UGA,2000,9,4,13,0,0,0,0,0,0,0,0,0
2004_UGA,UGA,2004,9,2,11,0,0,0,0,0,0,0,0,0
2008_UGA,UGA,2008,9,2,11,0,0,0,0,0,0,0,0,0
2012_UGA,UGA,2012,11,4,15,1,0,0,0,0,0,1,0,1
2016_UGA,UGA,2016,14,7,21,0,0,0,0,0,0,0,0,0
1996_UKR,UKR,1996,146,85,231,6,0,14,2,5,5,20,12,32
2000_UKR,UKR,2000,139,91,230,1,15,6,0,5,6,22,11,33
2004_UKR,UKR,2004,124,115,239,3,4,9,3,4,22,16,29,45
2008_UKR,UKR,2008,127,116,243,4,3,9,6,2,7,16,15,31
2012_UKR,UKR,2012,119,111,230,4,3,3,5,0,7,10,12,22
2016_UKR,UKR,2016,87,117,204,2,4,3,0,4,2,9,6,15
1912_UNK,UNK,1912,2,0,2,0,0,0,0,0,0,0,0,0
1952_URS,URS,1952,255,40,295,17,41,12,7,8,7,70,22,92
1956_URS,URS,1956,289,45,334,67,41,39,9,6,9,147,24,171
1960_URS,URS,1960,281,64,345,31,53,60,18,7,7,144,32,176
1964_URS,URS,1964,307,79,386,67,38,37,10,21,15,142,46,188
1968_URS,URS,1968,300,86,386,61,52,45,22,9,14,158,45,203
1972_URS,URS,1972,353,94,447,100,40,54,31,9,5,194,45,239
1976_URS,URS,1976,344,145,489,85,58,57,46,36,25,200,107,307
1980_URS,URS,1980,403,172,575,109,104,91,62,40,40,304,142,446
1984_URS,URS,1984,74,25,99,28,8,6,1,1,4,42,6,48
1988_URS,URS,1988,397,185,582,116,56,54,33,15,47,226,95,321
1924_URU,URU,1924,26,0,26,14,0,0,0,0,0,14,0,14
1928_URU,URU,1928,17,0,17,17,0,0,0,0,0,17,0,17
1932_URU,URU,1932,2,0,2,0,0,1,0,0,0,1,0,1
1936_URU,URU,1936,37,0,37,0,0,0,0,0,0,0,0,0
1948_URU,URU,1948,60,1,61,0,1,2,0,0,0,3,0,3
1952_URU,URU,1952,31,1,32,0,0,14,0,0,0,14,0,14
1956_URU,URU,1956,21,0,21,0,0,12,0,0,0,12,0,12
1960_URU,URU,1960,34,0,34,0,0,0,0,0,0,0,0,0
1964_URU,URU,1964,23,0,23,0,0,1,0,0,0,1,0,1
1968_URU,URU,1968,21,6,27,0,0,0,0,0,0,0,0,0
1972_URU,URU,1972,10,3,13,0,0,0,0,0,0,0,0,0
1976_URU,URU,1976,7,2,9,0,0,0,0,0,0,0,0,0
1984_URU,URU,1984,17,1,18,0,0,0,0,0,0,0,0,0
1988_URU,URU,1988,14,1,15,0,0,0,0,0,0,0,0,0
1992_URU,URU,1992,16,0,16,0,0,0,0,0,0,0,0,0
1996_URU,URU,1996,12,2,14,0,0,0,0,0,0,0,0,0
2000_URU,URU,2000,12,3,15,0,1,0,0,0,0,1,0,1
2004_URU,URU,2004,13,2,15,0,0,0,0,0,0,0,0,0
2008_URU,URU,2008,9,3,12,0,0,0,0,0,0,0,0,0
2012_URU,URU,2012,24,3,27,0,0,0,0,0,0,0,0,0
2016_URU,URU,2016,12,5,17,0,0,0,0,0,0,0,0,0
1896_USA,USA,1896,14,0,14,5,5,2,0,0,0,12,0,12
1900_USA,USA,1900,68,7,75,18,10,10,1,1,1,38,3,41
1904_USA,USA,1904,518,6,524,75,116,94,3,0,0,285,3,288
1908_USA,USA,1908,122,0,122,27,16,15,0,0,0,58,0,58
1912_USA,USA,1912,174,0,174,33,23,28,0,0,0,84,0,84
1920_USA,USA,1920,274,14,288,55,42,30,4,3,2,127,9,136
1924_USA,USA,1924,297,26,323,72,39,44,7,7,2,155,16,171
1928_USA,USA,1928,257,47,304,34,22,15,7,8,4,71,19,90
1932_USA,USA,1932,458,80,538,66,58,53,12,8,5,177,25,202
1936_USA,USA,1936,359,55,414,42,25,22,5,2,8,89,15,104
1948_USA,USA,1948,321,48,369,70,25,31,5,5,10,126,20,146
1952_USA,USA,1952,301,51,352,70,41,22,5,3,5,133,13,146
1956_USA,USA,1956,314,57,371,51,48,16,3,13,7,115,23,138
1960_USA,USA,1960,302,69,371,65,21,19,11,2,4,105,17,122
1964_USA,USA,1964,338,98,436,58,25,33,12,12,7,116,31,147
1968_USA,USA,1968,349,104,453,41,26,23,15,9,11,90,35,125
1972_USA,USA,1972,393,110,503,29,60,37,16,9,9,126,34,160
