id,Country,Event,Gender,Participants
2020_NA,NA,CSL,Male,82
2020_NA,NA,CSL,Female,82
2020_NA,NA,CSP,Male,248
2020_NA,NA,CSP,Female,248
2020_NA,NA,CTR,Male,193
2020_NA,NA,CTR,Female,193
2020_NA,NA,DIV,Male,143
2020_NA,NA,DIV,Female,143
2020_NA,NA,EDR,Male,58
2020_NA,NA,EDR,Female,58
2020_NA,NA,EJP,Male,89
2020_NA,NA,EJP,Female,89
2020_NA,NA,EVE,Male,66
2020_NA,NA,EVE,Female,66
2020_NA,NA,FBL,Male,524
2020_NA,NA,FBL,Female,524
2020_NA,NA,FEN,Male,261
2020_NA,NA,FEN,Female,261
2020_NA,NA,GAR,Male,196
2020_NA,NA,GAR,Female,196
2020_NA,NA,GLF,Male,120
2020_NA,NA,GLF,Female,120
2020_NA,NA,GRY,Male,96
2020_NA,NA,GRY,Female,96
2020_NA,NA,GTR,Male,32
2020_NA,NA,GTR,Female,32
2020_NA,NA,HBL,Male,365
2020_NA,NA,HBL,Female,365
2020_NA,NA,HOC,Male,422
2020_NA,NA,HOC,Female,422
2020_NA,NA,JUD,Male,388
2020_NA,NA,JUD,Female,388
2020_NA,NA,KTE,Male,81
2020_NA,NA,KTE,Female,81
2020_NA,NA,MPN,Male,72
2020_NA,NA,MPN,Female,72
2020_NA,NA,MTB,Male,76
2020_NA,NA,MTB,Female,76
2020_NA,NA,OWS,Male,51
2020_NA,NA,OWS,Female,51
2020_NA,NA,ROW,Male,523
2020_NA,NA,ROW,Female,523
2020_NA,NA,RU7,Male,311
2020_NA,NA,RU7,Female,311
2020_NA,NA,SAL,Male,350
2020_NA,NA,SAL,Female,350
2020_NA,NA,SHO,Male,355
2020_NA,NA,SHO,Female,355
2020_NA,NA,SKB,Male,80
2020_NA,NA,SKB,Female,80
2020_NA,NA,SOF,Male,90
2020_NA,NA,SOF,Female,90
2020_NA,NA,SRF,Male,39
2020_NA,NA,SRF,Female,39
2020_NA,NA,SWA,Male,98
2020_NA,NA,SWA,Female,98
2020_NA,NA,SWM,Male,875
2020_NA,NA,SWM,Female,875
2020_NA,NA,TEN,Male,190
2020_NA,NA,TEN,Female,190
2020_NA,NA,TKW,Male,129
2020_NA,NA,TKW,Female,129
2020_NA,NA,TRI,Male,109
2020_NA,NA,TRI,Female,109
2020_NA,NA,TTE,Male,173
2020_NA,NA,TTE,Female,173
2020_NA,NA,VBV,Male,94
2020_NA,NA,VBV,Female,94
2020_NA,NA,VVO,Male,286
2020_NA,NA,VVO,Female,286
2020_NA,NA,WLF,Male,194
2020_NA,NA,WLF,Female,194
2020_NA,NA,WPO,Male,286
2020_NA,NA,WPO,Female,286
2020_NA,NA,WRE,Male,287
2020_NA,NA,WRE,Female,287
2020_NA,NA,Total,Male,5910
2020_NA,NA,Total,Female,5409
2020_NA,NA,Total,all,11319
