id,Region,Year,male_medal_efficiency,female_medal_efficiency,total_medal_efficiency
1994_LUX,LUX,1994,0,0,0
1996_LUX,LUX,1996,0,0,0
1998_LUX,LUX,1998,0,0,0
2000_LUX,LUX,2000,0,0,0
2004_LUX,LUX,2004,0,0,0
2006_LUX,LUX,2006,0,0,0
2008_LUX,LUX,2008,0,0,0
2012_LUX,LUX,2012,0,0,0
2014_LUX,LUX,2014,0,0,0
2016_LUX,LUX,2016,0,0,0
1964_MAD,MAD,1964,0,0,0
1968_MAD,MAD,1968,0,0,0
1972_MAD,MAD,1972,0,0,0
1980_MAD,MAD,1980,0,0,0
1984_MAD,MAD,1984,0,0,0
1992_MAD,MAD,1992,0,0,0
1996_MAD,MAD,1996,0,0,0
2000_MAD,MAD,2000,0,0,0
2004_MAD,MAD,2004,0,0,0
2006_MAD,MAD,2006,0,0,0
2008_MAD,MAD,2008,0,0,0
2012_MAD,MAD,2012,0,0,0
2016_MAD,MAD,2016,0,0,0
1956_MAL,MAL,1956,0,0,0
1960_MAL,MAL,1960,0,0,0
1960_MAR,MAR,1960,0.043,0,0.043
1964_MAR,MAR,1964,0,0,0
1968_MAR,MAR,1968,0,0,0
1972_MAR,MAR,1972,0,0,0
1976_MAR,MAR,1976,0,0,0
1984_MAR,MAR,1984,0.108,4,0.211
1988_MAR,MAR,1988,0.222,0,0.2
1992_MAR,MAR,1992,0.132,0,0.125
1996_MAR,MAR,1996,0.063,0,0.059
2000_MAR,MAR,2000,0.109,0.111,0.109
2004_MAR,MAR,2004,0,0.25,0.036
2008_MAR,MAR,2008,0.056,0.091,0.064
2010_MAR,MAR,2010,0,0,0
2012_MAR,MAR,2012,0.022,0,0.016
2014_MAR,MAR,2014,0,0,0
2016_MAR,MAR,2016,0.034,0,0.021
1964_MAS,MAS,1964,0,0,0
1968_MAS,MAS,1968,0,0,0
1972_MAS,MAS,1972,0,0,0
1976_MAS,MAS,1976,0,0,0
1984_MAS,MAS,1984,0,0,0
1988_MAS,MAS,1988,0,0,0
1992_MAS,MAS,1992,0.077,0,0.077
1996_MAS,MAS,1996,0.156,0,0.143
2000_MAS,MAS,2000,0,0,0
2004_MAS,MAS,2004,0,0,0
2008_MAS,MAS,2008,0.111,0,0.063
2012_MAS,MAS,2012,0.125,0.077,0.103
2016_MAS,MAS,2016,0.529,0.4,0.469
1972_MAW,MAW,1972,0,0,0
1984_MAW,MAW,1984,0,0,0
1988_MAW,MAW,1988,0,0,0
1992_MAW,MAW,1992,0,0,0
1996_MAW,MAW,1996,0,0,0
2000_MAW,MAW,2000,0,0,0
2004_MAW,MAW,2004,0,0,0
2008_MAW,MAW,2008,0,0,0
2012_MAW,MAW,2012,0,0,0
2016_MAW,MAW,2016,0,0,0
1994_MDA,MDA,1994,0,0,0
1996_MDA,MDA,1996,0.143,0,0.125
1998_MDA,MDA,1998,0,0,0
2000_MDA,MDA,2000,0.103,0,0.088
2002_MDA,MDA,2002,0,0,0
2004_MDA,MDA,2004,0,0,0
2006_MDA,MDA,2006,0,0,0
2008_MDA,MDA,2008,0.048,0,0.034
2010_MDA,MDA,2010,0,0,0
2012_MDA,MDA,2012,0.083,0.125,0.1
2014_MDA,MDA,2014,0,0,0
2016_MDA,MDA,2016,0,0,0
1988_MDV,MDV,1988,0,0,0
1992_MDV,MDV,1992,0,0,0
1996_MDV,MDV,1996,0,0,0
2000_MDV,MDV,2000,0,0,0
2004_MDV,MDV,2004,0,0,0
2008_MDV,MDV,2008,0,0,0
2012_MDV,MDV,2012,0,0,0
2016_MDV,MDV,2016,0,0,0
1900_MEX,MEX,1900,1,0,1
1924_MEX,MEX,1924,0,0,0
1928_MEX,MEX,1928,0,0,0
1932_MEX,MEX,1932,0.056,0,0.055
1936_MEX,MEX,1936,0.5,0,0.5
1948_MEX,MEX,1948,0.173,0,0.159
1952_MEX,MEX,1952,0.033,0,0.031
1956_MEX,MEX,1956,0.238,0,0.208
1960_MEX,MEX,1960,0.016,0,0.014
1964_MEX,MEX,1964,0.011,0,0.011
1968_MEX,MEX,1968,0.077,0.071,0.076
1972_MEX,MEX,1972,0.013,0,0.011
1976_MEX,MEX,1976,0.054,0,0.052
1980_MEX,MEX,1980,0.25,0,0.2
1984_MEX,MEX,1984,0.192,0,0.15
1988_MEX,MEX,1988,0.026,0,0.021
1992_MEX,MEX,1992,0.022,0,0.016
1994_MEX,MEX,1994,0,0,0
1996_MEX,MEX,1996,0.014,0,0.01
2000_MEX,MEX,2000,0.135,0.154,0.141
2002_MEX,MEX,2002,0,0,0
2004_MEX,MEX,2004,0.034,0.1,0.064
2008_MEX,MEX,2008,0.093,0.15,0.12
2010_MEX,MEX,2010,0,0,0
2012_MEX,MEX,2012,1.097,0.243,0.778
2014_MEX,MEX,2014,0,0,0
2016_MEX,MEX,2016,0.051,0.091,0.065
1964_MGL,MGL,1964,0,0,0
1968_MGL,MGL,1968,0.263,0,0.217
1972_MGL,MGL,1972,0.049,0,0.047
1976_MGL,MGL,1976,0.067,0,0.063
1980_MGL,MGL,1980,0.143,0,0.13
1984_MGL,MGL,1984,0,0,0
1988_MGL,MGL,1988,0.038,0,0.032
1992_MGL,MGL,1992,0.032,0.167,0.054
1994_MGL,MGL,1994,0,0,0
1996_MGL,MGL,1996,0.083,0,0.063
1998_MGL,MGL,1998,0,0,0
2000_MGL,MGL,2000,0,0,0
2002_MGL,MGL,2002,0,0,0
2004_MGL,MGL,2004,0.077,0,0.05
2006_MGL,MGL,2006,0,0,0
2008_MGL,MGL,2008,0.714,0.143,0.429
2010_MGL,MGL,2010,0,0,0
2012_MGL,MGL,2012,0.375,0.077,0.241
2014_MGL,MGL,2014,0,0,0
2016_MGL,MGL,2016,0.038,0.118,0.07
2008_MHL,MHL,2008,0,0,0
2012_MHL,MHL,2012,0,0,0
2016_MHL,MHL,2016,0,0,0
1996_MKD,MKD,1996,0,0,0
1998_MKD,MKD,1998,0,0,0
2000_MKD,MKD,2000,0.167,0,0.1
2002_MKD,MKD,2002,0,0,0
2004_MKD,MKD,2004,0,0,0
2006_MKD,MKD,2006,0,0,0
2008_MKD,MKD,2008,0,0,0
2010_MKD,MKD,2010,0,0,0
2012_MKD,MKD,2012,0,0,0
2014_MKD,MKD,2014,0,0,0
2016_MKD,MKD,2016,0,0,0
1964_MLI,MLI,1964,0,0,0
1968_MLI,MLI,1968,0,0,0
1972_MLI,MLI,1972,0,0,0
1980_MLI,MLI,1980,0,0,0
1984_MLI,MLI,1984,0,0,0
1988_MLI,MLI,1988,0,0,0
1992_MLI,MLI,1992,0,0,0
1996_MLI,MLI,1996,0,0,0
2000_MLI,MLI,2000,0,0,0
2004_MLI,MLI,2004,0,0,0
2008_MLI,MLI,2008,0,0,0
2012_MLI,MLI,2012,0,0,0
2016_MLI,MLI,2016,0,0,0
1928_MLT,MLT,1928,0,0,0
1936_MLT,MLT,1936,0,0,0
1948_MLT,MLT,1948,0,0,0
1960_MLT,MLT,1960,0,0,0
1968_MLT,MLT,1968,0,0,0
1972_MLT,MLT,1972,0,0,0
1980_MLT,MLT,1980,0,0,0
1984_MLT,MLT,1984,0,0,0
1988_MLT,MLT,1988,0,0,0
1992_MLT,MLT,1992,0,0,0
1996_MLT,MLT,1996,0,0,0
2000_MLT,MLT,2000,0,0,0
2004_MLT,MLT,2004,0,0,0
2008_MLT,MLT,2008,0,0,0
2012_MLT,MLT,2012,0,0,0
2014_MLT,MLT,2014,0,0,0
2016_MLT,MLT,2016,0,0,0
2008_MNE,MNE,2008,0,0,0
2010_MNE,MNE,2010,0,0,0
2012_MNE,MNE,2012,0,1.867,0.848
2014_MNE,MNE,2014,0,0,0
2016_MNE,MNE,2016,0,0,0
1920_MON,MON,1920,0,0,0
1924_MON,MON,1924,0.143,0,0.143
1928_MON,MON,1928,0,0,0
1932_MON,MON,1932,0,0,0
1936_MON,MON,1936,0,0,0
1948_MON,MON,1948,0,0,0
1952_MON,MON,1952,0,0,0
1960_MON,MON,1960,0,0,0
1964_MON,MON,1964,0,0,0
1968_MON,MON,1968,0,0,0
1972_MON,MON,1972,0,0,0
1976_MON,MON,1976,0,0,0
1984_MON,MON,1984,0,0,0
1988_MON,MON,1988,0,0,0
1992_MON,MON,1992,0,0,0
1994_MON,MON,1994,0,0,0
1996_MON,MON,1996,0,0,0
1998_MON,MON,1998,0,0,0
2000_MON,MON,2000,0,0,0
2002_MON,MON,2002,0,0,0
2004_MON,MON,2004,0,0,0
2006_MON,MON,2006,0,0,0
2008_MON,MON,2008,0,0,0
2010_MON,MON,2010,0,0,0
2012_MON,MON,2012,0,0,0
2014_MON,MON,2014,0,0,0
2016_MON,MON,2016,0,0,0
1980_MOZ,MOZ,1980,0,0,0
1984_MOZ,MOZ,1984,0,0,0
1988_MOZ,MOZ,1988,0,0,0
1992_MOZ,MOZ,1992,0,0,0
1996_MOZ,MOZ,1996,0,1,0.333
2000_MOZ,MOZ,2000,0,2,1
2004_MOZ,MOZ,2004,0,0,0
2008_MOZ,MOZ,2008,0,0,0
2012_MOZ,MOZ,2012,0,0,0
2016_MOZ,MOZ,2016,0,0,0
1984_MRI,MRI,1984,0,0,0
1988_MRI,MRI,1988,0,0,0
1992_MRI,MRI,1992,0,0,0
1996_MRI,MRI,1996,0,0,0
2000_MRI,MRI,2000,0,0,0
2004_MRI,MRI,2004,0,0,0
2008_MRI,MRI,2008,0.167,0,0.091
2012_MRI,MRI,2012,0,0,0
2016_MRI,MRI,2016,0,0,0
1984_MTN,MTN,1984,0,0,0
1988_MTN,MTN,1988,0,0,0
1992_MTN,MTN,1992,0,0,0
1996_MTN,MTN,1996,0,0,0
2000_MTN,MTN,2000,0,0,0
2004_MTN,MTN,2004,0,0,0
2008_MTN,MTN,2008,0,0,0
2012_MTN,MTN,2012,0,0,0
2016_MTN,MTN,2016,0,0,0
1948_MYA,MYA,1948,0,0,0
1952_MYA,MYA,1952,0,0,0
1956_MYA,MYA,1956,0,0,0
1960_MYA,MYA,1960,0,0,0
1964_MYA,MYA,1964,0,0,0
1968_MYA,MYA,1968,0,0,0
1972_MYA,MYA,1972,0,0,0
1980_MYA,MYA,1980,0,0,0
1984_MYA,MYA,1984,0,0,0
1988_MYA,MYA,1988,0,0,0
1992_MYA,MYA,1992,0,0,0
1996_MYA,MYA,1996,0,0,0
2000_MYA,MYA,2000,0,0,0
2004_MYA,MYA,2004,0,0,0
2008_MYA,MYA,2008,0,0,0
2012_MYA,MYA,2012,0,0,0
2016_MYA,MYA,2016,0,0,0
1992_NAM,NAM,1992,0,0,0
1996_NAM,NAM,1996,0,0,0
2000_NAM,NAM,2000,0,0,0
2004_NAM,NAM,2004,0,0,0
2008_NAM,NAM,2008,0,0,0
2012_NAM,NAM,2012,0,0,0
2016_NAM,NAM,2016,0,0,0
1956_NBO,NBO,1956,0,0,0
1968_NCA,NCA,1968,0,0,0
1972_NCA,NCA,1972,0,0,0
1976_NCA,NCA,1976,0,0,0
1980_NCA,NCA,1980,0,0,0
1984_NCA,NCA,1984,0,0,0
1992_NCA,NCA,1992,0,0,0
1996_NCA,NCA,1996,0,0,0
2000_NCA,NCA,2000,0,0,0
2004_NCA,NCA,2004,0,0,0
2008_NCA,NCA,2008,0,0,0
2012_NCA,NCA,2012,0,0,0
2016_NCA,NCA,2016,0,0,0
1900_NED,NED,1900,1.257,0,1.257
1906_NED,NED,1906,0.438,0,0.438
1908_NED,NED,1908,0.142,0,0.142
1912_NED,NED,1912,0.545,0,0.545
1920_NED,NED,1920,0.783,0,0.777
1924_NED,NED,1924,0.256,0.111,0.249
1928_NED,NED,1928,0.362,1.159,0.491
1932_NED,NED,1932,0.613,0.4,0.543
1936_NED,NED,1936,0.258,0.818,0.329
1948_NED,NED,1948,0.227,0.618,0.314
1952_NED,NED,1952,0.276,0.357,0.296
1956_NED,NED,1956,0,0,0
1960_NED,NED,1960,0.024,0.156,0.06
1964_NED,NED,1964,0.385,0.727,0.443
1968_NED,NED,1968,0.5,0.5,0.5
1972_NED,NED,1972,0.084,0.286,0.138
1976_NED,NED,1976,0.267,0.05,0.191
1980_NED,NED,1980,0.073,0.455,0.154
1984_NED,NED,1984,0.055,1.741,0.711
1988_NED,NED,1988,0.343,0.542,0.418
1992_NED,NED,1992,0.46,0.17,0.336
1994_NED,NED,1994,0.385,0,0.238
1996_NED,NED,1996,1.175,0.284,0.795
1998_NED,NED,1998,1.2,0,0.545
2000_NED,NED,2000,0.605,0.69,0.636
2002_NED,NED,2002,0.714,0.308,0.519
2004_NED,NED,2004,0.5,0.882,0.638
2006_NED,NED,2006,0.563,0.647,0.606
2008_NED,NED,2008,0.058,1.918,0.827
2010_NED,NED,2010,0.867,0.647,0.75
2012_NED,NED,2012,0.543,1.241,0.861
2014_NED,NED,2014,1.65,0.526,1.103
2016_NED,NED,2016,0.238,0.561,0.418
1924_NEP,NEP,1924,4,0,4
1964_NEP,NEP,1964,0,0,0
1972_NEP,NEP,1972,0,0,0
1976_NEP,NEP,1976,0,0,0
1980_NEP,NEP,1980,0,0,0
1984_NEP,NEP,1984,0,0,0
1988_NEP,NEP,1988,0,0,0
1992_NEP,NEP,1992,0,0,0
1996_NEP,NEP,1996,0,0,0
2000_NEP,NEP,2000,0,0,0
2002_NEP,NEP,2002,0,0,0
2004_NEP,NEP,2004,0,0,0
2006_NEP,NEP,2006,0,0,0
2008_NEP,NEP,2008,0,0,0
2010_NEP,NEP,2010,0,0,0
2012_NEP,NEP,2012,0,0,0
2014_NEP,NEP,2014,0,0,0
2016_NEP,NEP,2016,0,0,0
1904_NFL,NFL,1904,0,0,0
1952_NGR,NGR,1952,0,0,0
1956_NGR,NGR,1956,0,0,0
1960_NGR,NGR,1960,0,0,0
1964_NGR,NGR,1964,0.063,0,0.056
1968_NGR,NGR,1968,0,0,0
1972_NGR,NGR,1972,0.05,0,0.04
1980_NGR,NGR,1980,0,0,0
1984_NGR,NGR,1984,0.2,0,0.188
1988_NGR,NGR,1988,0,0,0
1992_NGR,NGR,1992,0.438,0.174,0.327
1996_NGR,NGR,1996,1.327,0.875,1.215
2000_NGR,NGR,2000,0.545,0.103,0.337
2004_NGR,NGR,2004,0.333,0,0.114
2008_NGR,NGR,2008,0.892,0.162,0.527
2012_NGR,NGR,2012,0,0,0
2016_NGR,NGR,2016,0.383,0,0.254
1964_NIG,NIG,1964,0,0,0
1968_NIG,NIG,1968,0,0,0
1972_NIG,NIG,1972,0.25,0,0.25
1984_NIG,NIG,1984,0,0,0
1988_NIG,NIG,1988,0,0,0
1992_NIG,NIG,1992,0,0,0
1996_NIG,NIG,1996,0,0,0
2000_NIG,NIG,2000,0,0,0
2004_NIG,NIG,2004,0,0,0
2008_NIG,NIG,2008,0,0,0
2012_NIG,NIG,2012,0,0,0
2016_NIG,NIG,2016,0.5,0,0.333
1900_NOR,NOR,1900,1.286,0,1.286
1904_NOR,NOR,1904,2.667,0,2.667
1906_NOR,NOR,1906,2.813,0,2.813
1908_NOR,NOR,1908,1.261,0,1.261
1912_NOR,NOR,1912,1.09,0.5,1.084
1920_NOR,NOR,1920,1.567,0.333,1.528
1924_NOR,NOR,1924,0.986,0,0.947
1928_NOR,NOR,1928,0.685,1.333,0.711
1932_NOR,NOR,1932,0.792,2,0.885
1936_NOR,NOR,1936,0.707,0.625,0.7
1948_NOR,NOR,1948,0.484,0,0.454
1952_NOR,NOR,1952,0.436,0.118,0.405
1956_NOR,NOR,1956,0.304,0,0.254
1960_NOR,NOR,1960,0.5,0,0.464
1964_NOR,NOR,1964,0.32,0,0.286
1968_NOR,NOR,1968,0.576,0.789,0.613
1972_NOR,NOR,1972,0.217,0.136,0.207
1976_NOR,NOR,1976,0.426,0.077,0.383
1980_NOR,NOR,1980,0.167,0.889,0.27
1984_NOR,NOR,1984,0.157,0.815,0.267
1988_NOR,NOR,1988,0.299,1.029,0.492
1992_NOR,NOR,1992,0.514,0.804,0.605
1994_NOR,NOR,1994,0.545,0.714,0.586
1996_NOR,NOR,1996,0.357,0.309,0.33
1998_NOR,NOR,1998,1.188,0.63,0.987
2000_NOR,NOR,2000,0.182,1.857,1.065
2002_NOR,NOR,2002,1.06,0.889,1
2004_NOR,NOR,2004,0.4,0.471,0.423
2006_NOR,NOR,2006,0.522,0.286,0.448
2008_NOR,NOR,2008,0.467,1.13,0.893
2010_NOR,NOR,2010,0.743,0.84,0.768
2012_NOR,NOR,2012,0.212,2,1.033
2014_NOR,NOR,2014,0.372,0.875,0.518
2016_NOR,NOR,2016,0.172,0.424,0.306
1996_NRU,NRU,1996,0,0,0
2000_NRU,NRU,2000,0,0,0
2004_NRU,NRU,2004,0,0,0
2008_NRU,NRU,2008,0,0,0
2012_NRU,NRU,2012,0,0,0
2016_NRU,NRU,2016,0,0,0
1900_NZL,NZL,1900,4,0,4
1920_NZL,NZL,1920,0.333,0,0.25
1924_NZL,NZL,1924,0.333,0,0.25
1928_NZL,NZL,1928,0.667,0,0.444
1932_NZL,NZL,1932,0.2,0,0.19
1936_NZL,NZL,1936,0.571,0,0.571
1948_NZL,NZL,1948,0,0,0
1952_NZL,NZL,1952,0.071,1.667,0.353
1956_NZL,NZL,1956,0.279,0,0.235
1960_NZL,NZL,1960,0.257,0,0.22
1964_NZL,NZL,1964,0.161,0.125,0.156
1968_NZL,NZL,1968,0.431,0,0.379
1972_NZL,NZL,1972,0.536,0,0.495
1976_NZL,NZL,1976,0.959,0,0.835
1980_NZL,NZL,1980,0,0,0
1984_NZL,NZL,1984,0.431,0,0.324
1988_NZL,NZL,1988,0.486,0.235,0.44
1992_NZL,NZL,1992,0.167,0.302,0.209
1994_NZL,NZL,1994,0,0,0
1996_NZL,NZL,1996,0.106,0.172,0.126
1998_NZL,NZL,1998,0,0,0
2000_NZL,NZL,2000,0.078,0.014,0.048
2002_NZL,NZL,2002,0,0,0
2004_NZL,NZL,2004,0.099,0.179,0.135
2006_NZL,NZL,2006,0,0,0
2008_NZL,NZL,2008,0.177,0.146,0.163
2010_NZL,NZL,2010,0,0,0
2012_NZL,NZL,2012,0.365,0.268,0.32
2014_NZL,NZL,2014,0,0,0
2016_NZL,NZL,2016,0.296,0.515,0.405
1984_OMA,OMA,1984,0,0,0
1988_OMA,OMA,1988,0,0,0
1992_OMA,OMA,1992,0,0,0
1996_OMA,OMA,1996,0,0,0
2000_OMA,OMA,2000,0,0,0
2004_OMA,OMA,2004,0,0,0
2008_OMA,OMA,2008,0,0,0
2012_OMA,OMA,2012,0,0,0
2016_OMA,OMA,2016,0,0,0
1948_PAK,PAK,1948,0,0,0
1952_PAK,PAK,1952,0,0,0
1956_PAK,PAK,1956,0.509,0,0.509
1960_PAK,PAK,1960,1.205,0,1.205
1964_PAK,PAK,1964,0.78,0,0.78
1968_PAK,PAK,1968,3.467,0,3.467
1972_PAK,PAK,1972,1.2,0,1.2
1976_PAK,PAK,1976,0.667,0,0.667
1984_PAK,PAK,1984,2.065,0,2.065
1988_PAK,PAK,1988,0.033,0,0.033
1992_PAK,PAK,1992,0.593,0,0.593
1996_PAK,PAK,1996,0,0,0
2000_PAK,PAK,2000,0,0,0
2004_PAK,PAK,2004,0,0,0
2008_PAK,PAK,2008,0,0,0
2010_PAK,PAK,2010,0,0,0
2012_PAK,PAK,2012,0,0,0
2014_PAK,PAK,2014,0,0,0
2016_PAK,PAK,2016,0,0,0
1928_PAN,PAN,1928,0,0,0
1948_PAN,PAN,1948,0,0,0
1952_PAN,PAN,1952,0,0,0
1960_PAN,PAN,1960,0,0,0
1964_PAN,PAN,1964,0,0,0
1968_PAN,PAN,1968,0,0,0
1972_PAN,PAN,1972,0,0,0
1976_PAN,PAN,1976,0,0,0
1984_PAN,PAN,1984,0,0,0
1988_PAN,PAN,1988,0,0,0
1992_PAN,PAN,1992,0,0,0
1996_PAN,PAN,1996,0,0,0
2000_PAN,PAN,2000,0,0,0
2004_PAN,PAN,2004,0,0,0
2008_PAN,PAN,2008,1.333,0,0.8
2012_PAN,PAN,2012,0,0,0
2016_PAN,PAN,2016,0,0,0
1968_PAR,PAR,1968,0,0,0
1972_PAR,PAR,1972,0,0,0
1976_PAR,PAR,1976,0,0,0
1984_PAR,PAR,1984,0,0,0
1988_PAR,PAR,1988,0,0,0
1992_PAR,PAR,1992,0,0,0
1996_PAR,PAR,1996,0,0,0
2000_PAR,PAR,2000,0,0,0
2004_PAR,PAR,2004,1.7,0,1.545
2008_PAR,PAR,2008,0,0,0
2012_PAR,PAR,2012,0,0,0
2014_PAR,PAR,2014,0,0,0
2016_PAR,PAR,2016,0,0,0
1900_PER,PER,1900,0,0,0
1932_PER,PER,1932,0,0,0
1936_PER,PER,1936,0,0,0
1948_PER,PER,1948,0.098,0,0.098
1956_PER,PER,1956,0,0,0
1960_PER,PER,1960,0,0,0
1964_PER,PER,1964,0,0,0
1968_PER,PER,1968,0,0,0
1972_PER,PER,1972,0,0,0
1976_PER,PER,1976,0,0,0
1980_PER,PER,1980,0,0,0
1984_PER,PER,1984,0.105,0,0.057
1988_PER,PER,1988,0,1.714,1.143
1992_PER,PER,1992,0.167,0,0.125
1996_PER,PER,1996,0,0,0
2000_PER,PER,2000,0,0,0
2004_PER,PER,2004,0,0,0
2008_PER,PER,2008,0,0,0
2010_PER,PER,2010,0,0,0
2012_PER,PER,2012,0,0,0
2014_PER,PER,2014,0,0,0
2016_PER,PER,2016,0,0,0
1924_PHI,PHI,1924,0,0,0
1928_PHI,PHI,1928,0.25,0,0.25
1932_PHI,PHI,1932,0.375,0,0.375
1936_PHI,PHI,1936,0.036,0,0.036
1948_PHI,PHI,1948,0,0,0
1952_PHI,PHI,1952,0,0,0
1956_PHI,PHI,1956,0,0,0
1960_PHI,PHI,1960,0,0,0
1964_PHI,PHI,1964,0.05,0,0.043
1968_PHI,PHI,1968,0,0,0
1972_PHI,PHI,1972,0,0,0
1976_PHI,PHI,1976,0,0,0
1984_PHI,PHI,1984,0,0,0
1988_PHI,PHI,1988,0.037,0,0.031
1992_PHI,PHI,1992,0.04,0,0.037
1996_PHI,PHI,1996,0.25,0,0.167
2000_PHI,PHI,2000,0,0,0
2004_PHI,PHI,2004,0,0,0
2008_PHI,PHI,2008,0,0,0
2012_PHI,PHI,2012,0,0,0
2014_PHI,PHI,2014,0,0,0
2016_PHI,PHI,2016,0,0.333,0.154
1996_PLE,PLE,1996,0,0,0
2000_PLE,PLE,2000,0,0,0
2004_PLE,PLE,2004,0,0,0
2008_PLE,PLE,2008,0,0,0
2012_PLE,PLE,2012,0,0,0
2016_PLE,PLE,2016,0,0,0
2000_PLW,PLW,2000,0,0,0
2004_PLW,PLW,2004,0,0,0
2008_PLW,PLW,2008,0,0,0
2012_PLW,PLW,2012,0,0,0
2016_PLW,PLW,2016,0,0,0
1976_PNG,PNG,1976,0,0,0
1984_PNG,PNG,1984,0,0,0
1988_PNG,PNG,1988,0,0,0
1992_PNG,PNG,1992,0,0,0
1996_PNG,PNG,1996,0,0,0
2000_PNG,PNG,2000,0,0,0
2004_PNG,PNG,2004,0,0,0
2008_PNG,PNG,2008,0,0,0
2012_PNG,PNG,2012,0,0,0
2016_PNG,PNG,2016,0,0,0
1912_POL,POL,1912,0,0,0
1924_POL,POL,1924,0.127,0,0.125
1928_POL,POL,1928,0.236,0.364,0.248
1932_POL,POL,1932,0.474,0.778,0.515
1936_POL,POL,1936,0.088,0.294,0.11
1948_POL,POL,1948,0.083,0,0.075
1952_POL,POL,1952,0.069,0,0.058
1956_POL,POL,1956,0.194,0.455,0.243
1960_POL,POL,1960,0.27,0.343,0.283
1964_POL,POL,1964,0.361,0.806,0.445
1968_POL,POL,1968,0.227,0.378,0.26
1972_POL,POL,1972,0.44,0.065,0.389
1976_POL,POL,1976,0.682,0.1,0.593
1980_POL,POL,1980,0.287,0.12,0.25
1984_POL,POL,1984,0,0,0
1988_POL,POL,1988,0.252,0.028,0.206
1992_POL,POL,1992,0.384,0.031,0.295
1994_POL,POL,1994,0,0,0
1996_POL,POL,1996,0.325,0.256,0.309
1998_POL,POL,1998,0,0,0
2000_POL,POL,2000,0.209,0.345,0.251
2002_POL,POL,2002,0.136,0,0.111
2004_POL,POL,2004,0.098,0.145,0.113
2006_POL,POL,2006,0.069,0.063,0.067
2008_POL,POL,2008,0.282,0.069,0.198
2010_POL,POL,2010,0,0.5,0.217
2012_POL,POL,2012,0.089,0.105,0.095
2014_POL,POL,2014,0.2,0.522,0.328
2016_POL,POL,2016,0.029,0.253,0.12
1912_POR,POR,1912,0,0,0
1920_POR,POR,1920,0,0,0
1924_POR,POR,1924,0.143,0,0.143
1928_POR,POR,1928,0.188,0,0.188
1932_POR,POR,1932,0,0,0
1936_POR,POR,1936,0.158,0,0.158
1948_POR,POR,1948,0.146,0,0.146
1952_POR,POR,1952,0.029,0,0.028
1956_POR,POR,1956,0,0,0
1960_POR,POR,1960,0.067,0,0.062
1964_POR,POR,1964,0,0,0
1968_POR,POR,1968,0,0,0
1972_POR,POR,1972,0,0,0
1976_POR,POR,1976,0.211,0,0.211
1980_POR,POR,1980,0,0,0
1984_POR,POR,1984,0.172,0.111,0.158
1988_POR,POR,1988,0,0.4,0.057
1992_POR,POR,1992,0,0,0
1994_POR,POR,1994,0,0,0
1996_POR,POR,1996,0.024,0.167,0.056
1998_POR,POR,1998,0,0,0
2000_POR,POR,2000,0.021,0.077,0.033
2004_POR,POR,2004,0.078,0,0.062
2006_POR,POR,2006,0,0,0
2008_POR,POR,2008,0.078,0.077,0.078
2010_POR,POR,2010,0,0,0
2012_POR,POR,2012,0.091,0,0.053
2014_POR,POR,2014,0,0,0
2016_POR,POR,2016,0,0.034,0.011
1964_PRK,PRK,1964,0,0.286,0.154
1972_PRK,PRK,1972,0.348,0.55,0.442
1976_PRK,PRK,1976,0.167,0,0.158
1980_PRK,PRK,1980,0.205,0,0.17
1984_PRK,PRK,1984,0,0,0
1988_PRK,PRK,1988,0,0,0
1992_PRK,PRK,1992,0.422,0.051,0.25
1996_PRK,PRK,1996,0.533,0.444,0.5
1998_PRK,PRK,1998,0,0,0
2000_PRK,PRK,2000,0.143,0.176,0.161
2004_PRK,PRK,2004,0.231,0.261,0.25
2006_PRK,PRK,2006,0,0,0
2008_PRK,PRK,2008,0.048,0.324,0.224
2010_PRK,PRK,2010,0,0,0
2012_PRK,PRK,2012,0.6,0.243,0.346
2016_PRK,PRK,2016,0.636,0.45,0.516
1948_PUR,PUR,1948,0.111,0,0.111
1952_PUR,PUR,1952,0,0,0
1956_PUR,PUR,1956,0,0,0
1960_PUR,PUR,1960,0,0,0
1964_PUR,PUR,1964,0,0,0
1968_PUR,PUR,1968,0,0,0
1972_PUR,PUR,1972,0,0,0
1976_PUR,PUR,1976,0.014,0,0.013
1980_PUR,PUR,1980,0,0,0
1984_PUR,PUR,1984,0.068,0,0.058
1988_PUR,PUR,1988,0,0,0
1992_PUR,PUR,1992,0.014,0,0.013
1994_PUR,PUR,1994,0,0,0
1996_PUR,PUR,1996,0.021,0,0.014
1998_PUR,PUR,1998,0,0,0
2000_PUR,PUR,2000,0,0,0
2004_PUR,PUR,2004,0,0,0
2008_PUR,PUR,2008,0,0,0
2012_PUR,PUR,2012,0.158,0,0.12
2016_PUR,PUR,2016,0,0.148,0.1
1984_QAT,QAT,1984,0,0,0
1988_QAT,QAT,1988,0,0,0
1992_QAT,QAT,1992,0.036,0,0.036
1996_QAT,QAT,1996,0,0,0
2000_QAT,QAT,2000,0.059,0,0.059
2004_QAT,QAT,2004,0,0,0
2008_QAT,QAT,2008,0,0,0
2012_QAT,QAT,2012,0.25,0,0.167
2016_QAT,QAT,2016,0.057,0,0.054
1960_RHO,RHO,1960,0,0,0
2016_ROT,ROT,2016,0,0,0
1900_ROU,ROU,1900,0,0,0
1924_ROU,ROU,1924,0.457,0,0.457
